t,q0,q1,q2,q3,wx,wy,wz
0.1999999999999943,0.9850555956347745,0.1002131761760694,0.0886688398799182,0.1084464368417570,0.9999899998500750,0.7814140560211269,1.1787587004353348
0.3999999999999723,0.9410889037348361,0.2012796364525827,0.1501398671593777,0.2264866519379125,0.9999799994001535,0.5316691646512429,1.3105296267378794
0.5999999999999502,0.8705303148068070,0.3037802080725948,0.1806329502845253,0.3424416643126840,0.9999699986502346,0.2607213020135055,1.3900591389844466
0.7999999999999282,0.7771754585495482,0.4075493367391567,0.1802462654583258,0.4443119720872935,0.9999599976003259,-0.0206283949391556,1.4141762556763773
0.9999999999999062,0.6658327652963227,0.5114947578252068,0.1529173954242657,0.5212064001447448,0.9999499962504271,-0.3011642329569416,1.3819190008037878
1.1999999999998843,0.5418867959452119,0.6134926394332758,0.1058778677221031,0.5646019472761724,0.9999399946005478,-0.5697030713199682,1.2945726859939619
1.3999999999998622,0.4108260595746877,0.7104254509902044,0.0487171014904795,0.5693366942171095,0.9999299926506815,-0.8155401108502317,1.1556186078394663
1.5999999999998402,0.2777875467068617,0.7983625520273128,-0.0078321983797427,0.5342190291290267,0.9999199904008323,-1.0288755932049733,0.9705952116584509
1.7999999999998182,0.1471676294233478,0.8728661439097980,-0.0532423276374820,0.4621813910292096,0.9999099878510108,-1.2012054030755559,0.7468772619415179
1.9999999999997962,0.0223406373593406,0.9293898380570313,-0.0785119490337482,0.3599601348727743,0.9998999850012201,-1.3256600062793837,0.4933818275226469
2.2000000000002182,-0.0944866951876634,0.9637254936364134,-0.0773031668899233,0.2373386983543853,0.9998899818514568,-1.3972782174322584,0.2202128058531290
2.4000000000006403,-0.2022730472449736,0.9724475469088334,-0.0467587425104222,0.1060424578556585,0.9998799784017295,-1.4132048897071741,-0.0617418405391761
2.6000000000010624,-0.3009983487394678,0.9533035665378179,0.0120983077322491,-0.0215855283096288,0.9998699746520391,-1.3728046524700668,-0.3412440787967811
2.8000000000014844,-0.3914002171881393,0.9055052981185289,0.0944311328185377,-0.1339730802025516,0.9998599706023883,-1.2776871693788590,-0.6071537317291281
3.0000000000019065,-0.4746276206347390,0.8298853724593491,0.1921148003985224,-0.2216095525388056,0.9998499662527784,-1.1316429164079096,-0.8488724814016977
3.2000000000023285,-0.5518580096254473,0.7288998773344902,0.2946603743504400,-0.2780880612713597,0.9998399616032156,-0.9404920456266543,-1.0567662545890246
3.4000000000027506,-0.6239282148155132,0.6064743782322395,0.3904291526312251,-0.3007781376373772,0.9998299566536993,-0.7118523642767309,-1.2225491575331755
3.6000000000031727,-0.6910274264364316,0.4677086880986138,0.4679944738643555,-0.2910512865838958,0.9998199514042383,-0.4548356817274247,-1.3396136613679557
3.8000000000035947,-0.7524927981745123,0.3184716576451542,0.5174908620068276,-0.2540346427392742,0.9998099458548302,-0.1796846308266199,-1.4032938830208570
4.0000000000040163,-0.8067355764667689,0.1649296189720863,0.5317915110466283,-0.1979235186310522,0.9997999400054596,0.1026355586832174,-1.4110514738853792
4.2000000000035502,-0.8513096476256794,0.0130594223687179,0.5073750761282255,-0.1329355763921548,0.9997899338561538,0.3808740630807904,-1.3625767136979687
4.4000000000030841,-0.8831169186951612,-0.1318015908986328,0.4447790872203898,-0.0700315080685149,0.9997799274069233,0.6439428270084836,-1.2598007868552679
4.6000000000026180,-0.8987270769602448,-0.2653209948013026,0.3485857595253207,-0.0195545164168453,0.9997699206577578,0.8813584172234026,-1.1068187581448836
4.8000000000021519,-0.8947750107708796,-0.3844145421331518,0.2269408377875945,0.0100496786414554,0.9997599136086589,1.0836597607021181,-0.9097263234620946
5.0000000000016858,-0.8683892174233424,-0.4873442314058777,0.0906609212050839,0.0132802313434139,0.9997499062596366,1.2427851225908360,-0.6763768467372840
5.2000000000012196,-0.8176000621308648,-0.5736651887888722,-0.0479669806136677,-0.0117285270277999,0.9997398986106899,1.3523933051781500,-0.4160683701182641
5.4000000000007535,-0.7416783281891547,-0.6440330312831603,-0.1765537987407695,-0.0629560820014107,0.9997298906618224,1.4081162730270480,-0.1391730739245885
5.6000000000002874,-0.6413619433414528,-0.6998995440040977,-0.2839851327898837,-0.1347142542214566,0.9997198824130372,1.4077331429424729,0.1432760450792836
5.7999999999998213,-0.5189412201333132,-0.7431372845883560,-0.3616459144568731,-0.2183099147034899,0.9997098738643346,1.3512586115872425,0.4200248052245726
5.9999999999993552,-0.3781889568922441,-0.7756416237749432,-0.4043505179934718,-0.3030739892351982,0.9996998650157228,1.2409423033612803,0.6800462626017301
6.1999999999988891,-0.2241394388692989,-0.7989608230202218,-0.4108705286993013,-0.3776354377816818,0.9996898558671938,1.0811790707336064,0.9129800574560937
6.3999999999984230,-0.0627376840929749,-0.8140008030897397,-0.3839997401868491,-0.4312897808902288,0.9996798464187637,0.8783338271189235,1.1095451801505201
6.5999999999979568,0.0996048324676450,-0.8208417503997087,-0.3301503925835071,-0.4553003584742612,0.9996698366704241,0.6404878972668775,1.2619097131173693
6.7999999999974907,0.2565010152845295,-0.8186897752533886,-0.2585297755189118,-0.4439781934101077,0.9996598266221871,0.3771169963444124,1.3640028208251496
6.9999999999970246,0.4020732755490897,-0.8059701351535913,-0.1799956120875192,-0.3954121924763666,0.9996498162740517,0.0987136719285102,1.4117565619707275
7.1999999999965585,0.5313814118179380,-0.7805510509806088,-0.1057263095936010,-0.3117624086498567,0.9996398056260186,-0.1836307454467793,1.4032678950786843
7.3999999999960924,0.6407483917037294,-0.7400709506546616,-0.0458637761579718,-0.1990803871874907,0.9996297946780964,-0.4586680257615369,1.3388744289556520
7.5999999999956263,0.7279510342955117,-0.6823289983755202,-0.0082895174814654,-0.0666761842330442,0.9996197834302905,-0.7154411515642829,1.2211409062624559
7.7999999999951601,0.7922582193586152,-0.6056905528075782,0.0023212053062737,0.0738950614337176,0.9996097718825984,-0.9437208066238101,1.0547569648846040
7.9999999999946940,0.8343168154438945,-0.5094567282033234,-0.0149446240864975,0.2101093804827308,0.9995997600350220,-1.1344128538289169,0.8463502561111681
8.1999999999942279,0.8559029639681511,-0.3941508141886830,-0.0571372250025778,0.3298645016729401,0.9995897478875666,-1.2799205722082951,0.6042223700842894
8.3999999999937618,0.8595716356076540,-0.2616835344205375,-0.1178106175160583,0.4228226454111024,0.9995797354402348,-1.3744472265632257,0.3380180932754616
8.5999999999932957,0.8482487014336078,-0.1153729169380908,-0.1878127916003803,0.4815491520755348,0.9995697226930340,-1.4142269212945682,0.0583411774579384
8.7999999999928296,0.8248158138237152,0.0401887048079861,-0.2564057309082808,0.5023144855860415,0.9995597096459544,-1.3976745477624584,-0.2236680709153549
8.9999999999923634,0.7917384734902554,0.1994103060959437,-0.3125824879220999,0.4854666905797680,0.9995496962990053,-1.3254488580465531,-0.4967765526042467
9.1999999999918973,0.7507817754918842,0.3560935051915240,-0.3464250817675334,0.4353318319075991,0.9995396826521967,-1.2004261588327025,-0.7501058114721897
9.3999999999914312,0.7028471885855109,0.5038991327935932,-0.3503419890446401,0.3596553686232882,0.9995296687055353,-1.0275856794565124,-0.9735653223515665
9.5999999999909651,0.6479486577299303,0.6368396126896640,-0.3200380145940533,0.2686512867453964,0.9995196544590159,-0.8138111860667526,-1.1582543739754003
9.7999999999904990,0.5853291203374417,0.7497444959035882,-0.2551007156205550,0.1737717947112023,0.9995096399126375,-0.5676167493197031,-1.2968165424525455
9.9999999999900329,0.5137012353482049,0.8386493470872642,-0.1591326149545956,0.0863430616178636,0.9994996250664158,-0.2988075931580510,-1.3837326404473795
10.1999999999895667,0.4315807928334710,0.9010667985146440,-0.0394118719114997,0.0162280074018420,0.9994896099203388,-0.0180895368184468,-1.4155404788641168
10.3999999999891006,0.3376697210948794,0.9361119574839266,0.0938804098928339,-0.0293262876899070,0.9994795944744159,0.2633574116277255,-1.3909726937139266
10.5999999999886345,0.2312392118874543,0.9444709130578010,0.2287770068777394,-0.0465209887845871,0.9994695787286485,0.5343243255862195,-1.3110071547748108
10.7999999999881684,0.1124630074418088,0.9282188998511195,0.3528557220017656,-0.0354201265798700,0.9994595626830409,0.7840197597567401,-1.1788279546043541
10.9999999999877023,-0.0173435987363897,0.8905116561419780,0.4546297171480619,0.0001007175058192,0.9994495463375986,1.0024995017164053,-0.9996985377405689
11.1999999999872362,-0.1556126429555850,0.8351876763628679,0.5248348061774518,0.0528647030507863,0.9994395296923169,1.1810625621224986,-0.7807520286917244
11.3999999999867700,-0.2985589264719533,0.7663287521670111,0.5574634691847624,0.1133017720539096,0.9994295127471982,1.3125976364007350,-0.5307071142492775
11.5999999999863039,-0.4413634369386382,0.6878302968282923,0.5504250002985197,0.1706461788180167,0.9994194955022597,1.3918662445328336,-0.2595207994941840
11.7999999999858378,-0.5784886622202858,0.6030309888433016,0.5057550305548489,0.2142809913308173,0.9994094779575029,1.4157112783587762,0.0220081303750452
11.9999999999853717,-0.7040939562747053,0.5144434999390155,0.4293505160779221,0.2350696076730289,0.9993994601129357,1.3831826571348773,0.3026691485850381
12.1999999999849056,-0.8125070093184703,0.4236154219459286,0.3302619303421696,0.2265157642739071,0.9993894419685425,1.2955750935635106,0.5712863993349758
12.3999999999844395,-0.8987004386048932,0.3311334818018361,0.2196262986562536,0.1856136520294771,0.9993794235243334,1.1563764726280521,0.8171637075256019
12.5999999999839734,-0.9587213894543263,0.2367666362004770,0.1093667560387067,0.1132862306666040,0.9993694047803102,0.9711289049358637,1.0305104663002038
12.7999999999835072,-0.9900269623339305,0.1397267409492265,0.0108115502021915,0.0143583459278394,0.9993593857364784,0.7472079931574779,1.2028314460152794
12.9999999999830411,-0.9916886933376995,0.0390111962465898,-0.0666053533142171,-0.1029339058982256,0.9993493663928410,0.4935291061270652,1.3272650063067015
13.1999999999825750,-0.9644440003982193,-0.0662180293673427,-0.1164097590097119,-0.2278414156598536,0.9993393467494008,0.2201923606258965,1.3988562486817280
13.3999999999821089,-0.9105897519269734,-0.1762691119507517,-0.1357942916236446,-0.3483036236103479,0.9993293268061592,-0.0619195498283205,1.4147542386187268
13.5999999999816428,-0.8337309037639825,-0.2906174387111730,-0.1258848983518798,-0.4523132507375698,0.9993193065631208,-0.3415746637756166,1.3743254502436422
13.7999999999811767,-0.7384134061496874,-0.4077063029348621,-0.0915367589279203,-0.5292846435809139,0.9993092860202900,-0.6076389445272191,1.2791789228205408
13.9999999999807105,-0.6296834075310083,-0.5248801816530105,-0.0406851356922512,-0.5712655432649024,0.9992992651776664,-0.8495195519293816,1.1331021336804583
14.1999999999802444,-0.5126226828799021,-0.6384637049659814,0.0166707663172646,-0.5738503010267739,0.9992892440352577,-1.0575865460090090,0.9419101468412510
14.3999999999797783,-0.3919122767461688,-0.7439819264461174,0.0697295495863328,-0.5366874792387517,0.9992792225930625,-1.2235562355667255,0.7132140489229069
14.5999999999793122,-0.2714723481025776,-0.8365004185338907,0.1082446259627781,-0.4635222917600373,0.9992692008510854,-1.3408209132141184,0.4561178966116076
14.7999999999788461,-0.1542166209351656,-0.9110490667761830,0.1238148768464866,-0.3617688599438529,0.9992591788093327,-1.4047118540476806,0.1808562450100218
14.9999999999783800,-0.0419458228807654,-0.9630829587088692,0.1109552116671344,-0.2416623752083215,0.9992491564678047,-1.4126851130134466,-0.1016133094811208
15.1999999999779138,0.0646123036544881,-0.9889287041290253,0.0678192425447126,-0.1150904805221027,0.9992391338265053,-1.3644227301727461,-0.3800463486294471
15.3999999999774477,0.1656264202898030,-0.9861654936793836,-0.0035126448718236,0.0057592798237282,0.9992291108854370,-1.2618453211035294,-0.6433592475790906
15.5999999999769816,0.2618747415992355,-0.9538971034406903,-0.0972152358677633,0.1097776556270440,0.9992190876446032,-1.1090355574567299,-0.8810703671349929
15.7999999999765155,0.3543872994150855,-0.8928830883715788,-0.2043503479989737,0.1881764272857057,0.9992090641040065,-0.9120755897872779,-1.0837172617264041
15.9999999999760494,0.4440650369400335,-0.8055131765730020,-0.3138753399822455,0.2354507088240516,0.9991990402636520,-0.6788048900011948,-1.2432332979192833
16.1999999999755850,0.5313260400119563,-0.6956265395201872,-0.4139104324184080,0.2499490161124648,0.9991890161235415,-0.4185081577827116,-1.3532686954561539
16.3999999999751189,0.6158257670127131,-0.5681951073745651,-0.4931162953370196,0.2339856062066709,0.9991789916836838,-0.1415457181639014,-1.4094432163025841
16.5999999999746528,0.6962890653640611,-0.4289053793945402,-0.5420201265174893,0.1934835792278840,0.9991689669440695,0.1410588747360526,-1.4095204488909994
16.7999999999741867,0.7704781373874660,-0.2836844631448743,-0.5541342549235787,0.1371925387855912,0.9991589419047010,0.4180576108420775,-1.3534967562814950
16.9999999999737206,0.8353040557211132,-0.1382220479792503,-0.5267354764085954,0.0755747169421846,0.9991489165655776,0.6784257088253166,-1.2436013540151030
17.1999999999732545,0.8870718905131639,0.0024600125466664,-0.4612130228715269,0.0194924840228217,0.9991388909267216,0.9118003939675952,-1.0842075207779274
17.3999999999727883,0.9218330758005481,0.1343448537135164,-0.3629436122784166,-0.0211465114638140,0.9991288649881334,1.1088933068672027,-0.8816584818257106
17.5999999999723222,0.9358052608753625,0.2546301222733778,-0.2407074783863386,-0.0386254371875570,0.9991188387498067,1.2618601316822033,-0.6440149006753856
17.7999999999718561,0.9258111556169568,0.3617907273743141,-0.1057131107858763,-0.0283885880087940,0.9991088122117493,1.3646127366384861,-0.3807340337392137
17.9999999999713900,0.8896848321068086,0.4554930408758903,0.0296556863881771,0.0103696430777857,0.9990987853739652,1.4130614086736033,-0.1022933212601943
18.1999999999709239,0.8265969640832609,0.5363762222172218,0.1532242831909616,0.0745675951666262,0.9990887582364562,1.4052775471701582,0.1802266020363482
18.3999999999704578,0.7372592324396169,0.6057318342023413,0.2543817791635085,0.1575680159360473,0.9990787307992285,1.3415703479364984,0.4555828796124304
18.5999999999699916,0.6239815858072089,0.6651246235213023,0.3252477799229585,0.2499401876736782,0.9990687030622771,1.2244744318713292,0.7128178392403083
18.7999999999695255,0.4905726513285611,0.7160038905961326,0.3615157374602647,0.3405631718025725,0.9990586750256087,1.0586489168445883,0.9416950282804301
18.9999999999690594,0.3420914017182255,0.7593555039977745,0.3628753219267424,0.4179404169918345,0.9990486466892277,0.8506919551951970,1.1331065278957071
19.1999999999685933,0.1844751171662296,0.7954392610154134,0.3329658654545066,0.4715708277914257,0.9990386180531275,0.6088781226673221,1.2794353404104115
19.3999999999681272,0.0240827529745973,0.8236456003257751,0.2788681012991595,0.4932144849362801,0.9990285891173226,0.3428291137683388,1.3748584331696927
19.5999999999676611,-0.1327976106037277,0.8424909081225367,0.2101957171624241,0.4779033634903383,0.9990185598818179,0.0631308513482054,1.4155783848500532
19.7999999999671950,-0.2804246190462755,0.8497535790095045,0.1378952580961030,0.4245771847236945,0.9990085303466112,-0.2190877508285587,1.3999744221290968
19.9999999999667288,-0.4140123193778827,0.8427356245946361,0.0728971179655137,0.3362684591732575,0.9989985005117081,-0.4925976093410807,1.3286668428063102
